         96116814 function calls (96095838 primitive calls) in 44.675 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 axis.py:1925(set_pickradius)
        1    0.000    0.000    0.000    0.000 six.py:164(_resolve)
        6    0.000    0.000    0.000    0.000 axis.py:223(get_tick_padding)
       26    0.000    0.000    0.000    0.000 dataclasses.py:697(_is_kw_only)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:288(__subclasshook__)
        2    0.000    0.000    0.000    0.000 _parser.py:997(addliteral)
        1    0.000    0.000    0.000    0.000 tempfile.py:416(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 _triinterpolate.py:286(CubicTriInterpolator)
       33    0.000    0.000    0.000    0.000 dataclasses.py:1142(<genexpr>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2095(IPv6Interface)
        1    0.000    0.000    0.000    0.000 _internal.py:205(dummy_ctype)
        1    0.000    0.000    0.000    0.000 _mathtext.py:221(Fonts)
        1    0.000    0.000    0.000    0.000 _dia.py:16(_dia_base)
        1    0.000    0.000    0.000    0.000 _layoutgrid.py:31(LayoutGrid)
       19    0.000    0.000    0.000    0.000 {built-in method math.radians}
        1    0.000    0.000    0.000    0.000 version.py:420(major)
        2    0.000    0.000    0.000    0.000 _base.py:2452(_unit_change_handler)
        1    0.000    0.000    0.000    0.000 category.py:168(UnitData)
        1    0.000    0.000    0.000    0.000 threading.py:256(__init__)
       10    0.000    0.000    0.000    0.000 rcsetup.py:374(validate_fontweight)
        1    0.000    0.000    0.000    0.000 axis3d.py:740(YAxis)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1393(IPv4Interface)
        1    0.000    0.000    0.000    0.000 function_base.py:2117(vectorize)
        1    0.000    0.000    0.000    0.000 colors.py:1512(CenteredNorm)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1352(_recalculate)
        1    0.000    0.000    0.000    0.000 ticker.py:1962(MaxNLocator)
        1    0.000    0.000    0.000    0.000 transforms.py:985(intervalx)
        1    0.000    0.000    0.000    0.000 collections.py:2239(PolyQuadMesh)
        2    0.000    0.000    0.000    0.000 dataclasses.py:1502(exec_body_callback)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1097(_resolve_filename)
       19    0.000    0.000    0.000    0.000 {built-in method math.sin}
       13    0.000    0.000    0.000    0.000 {method 'removeprefix' of 'str' objects}
        4    0.000    0.000    0.000    0.000 drift_random_process.py:11(__init__)
        1    0.000    0.000    0.000    0.000 getlimits.py:378(finfo)
       15    0.000    0.000    0.000    0.000 _base.py:459(<genexpr>)
        1    0.000    0.000    0.000    0.000 threading.py:373(notify)
        1    0.000    0.000    0.000    0.000 colors.py:548(ColorConverter)
        1    0.000    0.000    0.000    0.000 axis.py:2498(get_minpos)
       16    0.000    0.000    0.000    0.000 _dtype.py:24(_kind_name)
        1    0.000    0.000    0.000    0.000 threading.py:244(Condition)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
        1    0.000    0.000    0.000    0.000 tz.py:1475(GettzFunc)
        1    0.000    0.000    0.000    0.000 cm.py:83(__init__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2579(FigureManagerBase)
        4    0.000    0.000    0.000    0.000 typing.py:385(_eval_type)
        1    0.000    0.000    0.000    0.000 __init__.py:919(Handler)
        1    0.000    0.000    0.000    0.000 tempfile.py:132(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_256}
        7    0.000    0.000    0.000    0.000 __init__.py:102(CFunctionType)
        1    0.000    0.000    0.000    0.000 colors.py:2278(LightSource)
        1    0.000    0.000    0.000    0.000 _binary.py:1(<module>)
       12    0.000    0.000    0.000    0.000 core.py:5770(postParse)
        1    0.000    0.000    0.000    0.000 _common.py:267(tzrangebase)
        1    0.000    0.000    0.000    0.000 _extract.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _osx_support.py:1(<module>)
        1    0.000    0.000    0.000    0.000 skewed_stable_random_variable.py:60(TotallySkewedStableRandomVariable)
        1    0.000    0.000    0.000    0.000 subprocess.py:126(CalledProcessError)
        1    0.000    0.000    0.000    0.000 lines.py:1467(AxLine)
       14    0.000    0.000    0.000    0.000 _common.py:9(__init__)
        1    0.000    0.000    0.000    0.000 colors.py:958(LinearSegmentedColormap)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:698(PngImageFile)
        1    0.000    0.000    0.000    0.000 _pep440.py:140(__lt__)
        1    0.000    0.000    0.000    0.000 _trustregion.py:30(BaseQuadraticSubproblem)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:367(errstate)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1068(Char)
        1    0.000    0.000    0.000    0.000 extras.py:1607(MAxisConcatenator)
        8    0.000    0.000    0.000    0.000 enum.py:1663(_simple_enum)
        1    0.000    0.000    0.000    0.000 model.py:328(StructOrUnionOrEnum)
       22    0.000    0.000    0.000    0.000 core.py:3514(<genexpr>)
        1    0.000    0.000    0.000    0.000 six.py:205(load_module)
        2    0.000    0.000    0.000    0.000 _pep440.py:158(_compare)
        1    0.000    0.000    0.000    0.000 _interface.py:568(_CustomLinearOperator)
        1    0.000    0.000    0.000    0.000 runner.py:30(TextTestResult)
       12    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
       21    0.000    0.000    0.000    0.000 fromnumeric.py:195(_reshape_dispatcher)
        1    0.000    0.000    0.000    0.000 _logsumexp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ticker.py:198(Formatter)
        1    0.000    0.000    0.000    0.000 _base.py:210(_process_plot_var_args)
        1    0.000    0.000    0.000    0.000 <frozen os>:1087(__subclasshook__)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1141(OffsetImage)
        1    0.000    0.000    0.000    0.000 calendar.py:113(_localized_day)
        2    0.000    0.000    0.000    0.000 {method 'tobytes' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 layout_engine.py:27(LayoutEngine)
        1    0.000    0.000    0.000    0.000 tempered_stable_random_variable.py:70(UntemperedTotallySkewedStableRandomVariable)
        5    0.000    0.000    0.000    0.000 skewed_stable_random_variable.py:37(mean)
       20    0.000    0.000    0.000    0.000 path.py:211(vertices)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
        1    0.000    0.000    0.000    0.000 _exceptions.py:41(__init__)
        1    0.000    0.000    0.000    0.000 ticker.py:1109(LogitFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:110(get_projection_class)
        1    0.000    0.000    0.000    0.000 pos_drift_stable_scale_function.py:9(PosDriftTotallySkewedStableScaleFunction)
        1    0.000    0.000    0.000    0.000 _ode.py:837(vode)
        1    0.000    0.000    0.000    0.000 backend_macosx.py:149(FigureManagerMac)
       16    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:79(<genexpr>)
       15    0.000    0.000    0.000    0.000 results.py:448(<lambda>)
       13    0.000    0.000    0.000    0.000 cbook.py:97(__init__)
        1    0.000    0.000    0.000    0.000 traceback.py:653(TracebackException)
        1    0.000    0.000    0.000    0.000 collections.py:1748(CircleCollection)
        1    0.000    0.000    0.000    0.000 axis3d.py:748(ZAxis)
        1    0.000    0.000    0.000    0.000 threading.py:649(Barrier)
       30    0.000    0.000    0.000    0.000 transforms.py:1367(depth)
        1    0.000    0.000    0.000    0.000 core.py:5110(DelimitedList)
        1    0.000    0.000    0.000    0.000 image.py:848(AxesImage)
        1    0.000    0.000    0.000    0.000 pyplot.py:200(install_repl_displayhook)
        2    0.000    0.000    0.000    0.000 scale.py:115(get_transform)
        3    0.000    0.000    0.000    0.000 traceback.py:330(walk_stack)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_384}
        1    0.000    0.000    0.000    0.000 stick_breaking_representation.py:7(StickBreakingRepresentation)
        1    0.000    0.000    0.000    0.000 __init__.py:764(_get_backend_or_none)
        3    0.000    0.000    0.000    0.000 index_tricks.py:320(__init__)
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 ctypeslib.py:181(_ndptr)
        1    0.000    0.000    0.000    0.000 ticker.py:2592(AsinhLocator)
        2    0.000    0.000    0.000    0.000 __init__.py:334(__len__)
        1    0.000    0.000    0.000    0.000 calendar.py:189(Calendar)
        6    0.000    0.000    0.000    0.000 colors.py:234(_has_alpha_channel)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2170(IPv6Network)
        1    0.000    0.000    0.000    0.000 _iotools.py:229(NameValidator)
        2    0.000    0.000    0.000    0.000 rcsetup.py:858(validate_hist_bins)
        1    0.000    0.000    0.000    0.000 core.py:5346(_update_ignorer)
        1    0.000    0.000    0.000    0.000 colorbar.py:146(_ColorbarAxesLocator)
        1    0.000    0.000    0.000    0.000 _optimize.py:182(OptimizeResult)
        2    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
        1    0.000    0.000    0.000    0.000 patches.py:3136(_Base)
        1    0.000    0.000    0.000    0.000 spines.py:522(Spines)
        1    0.000    0.000    0.000    0.000 _triinterpolate.py:232(LinearTriInterpolator)
       10    0.000    0.000    0.000    0.000 legend_handler.py:187(get_numpoints)
       13    0.000    0.000    0.000    0.000 typing.py:2794(_namedtuple_mro_entries)
        1    0.000    0.000    0.000    0.000 __init__.py:1353(Manager)
        1    0.000    0.000    0.000    0.000 ticker.py:1458(PercentFormatter)
        2    0.000    0.000    0.000    0.000 figure.py:2904(set_canvas)
        2    0.000    0.000    0.000    0.000 legend_handler.py:319(__init__)
        2    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        8    0.000    0.000    0.000    0.000 ticker.py:190(set_axis)
        8    0.000    0.000    0.000    0.000 unicode.py:9(__init__)
        1    0.000    0.000    0.000    0.000 figure.py:73(_AxesStack)
        6    0.000    0.000    0.000    0.000 random_variable.py:11(__init__)
        3    0.000    0.000    0.000    0.000 _osx_support.py:129(<genexpr>)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:85(add)
        1    0.000    0.000    0.000    0.000 __init__.py:1452(_fixupChildren)
        1    0.000    0.000    0.000    0.000 ticker.py:2704(LogitLocator)
        1    0.000    0.000    0.000    0.000 art3d.py:534(Patch3DCollection)
        1    0.000    0.000    0.000    0.000 _zeros_py.py:1061(TOMS748Solver)
        5    0.000    0.000    0.000    0.000 linalg.py:140(isComplexType)
        2    0.000    0.000    0.000    0.000 backend_bases.py:3467(Show)
        1    0.000    0.000    0.000    0.000 polar.py:699(RadialAxis)
        1    0.000    0.000    0.000    0.000 hmac.py:27(HMAC)
        1    0.000    0.000    0.000    0.000 spines.py:548(from_dict)
        1    0.000    0.000    0.000    0.000 polar.py:402(ThetaAxis)
        4    0.000    0.000    0.000    0.000 linalg.py:153(_realType)
        2    0.000    0.000    0.000    0.000 ticker.py:498(set_useLocale)
        1    0.000    0.000    0.000    0.000 _tight_bbox.py:1(<module>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:707(TextArea)
        2    0.000    0.000    0.000    0.000 types.py:76(resolve_bases)
        4    0.000    0.000    0.000    0.000 {built-in method maketrans}
        1    0.000    0.000    0.000    0.000 cm.py:59(ColormapRegistry)
        3    0.000    0.000    0.000    0.000 __init__.py:43(private_class)
        6    0.000    0.000    0.000    0.000 core.py:3533(<genexpr>)
       10    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        1    0.000    0.000    0.000    0.000 model.py:298(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:2445(CompositeAffine2D)
       13    0.000    0.000    0.000    0.000 artist.py:429(is_transform_set)
        9    0.000    0.000    0.000    0.000 backend_bases.py:1895(device_pixel_ratio)
        2    0.000    0.000    0.000    0.000 figure.py:156(update)
        1    0.000    0.000    0.000    0.000 tz.py:201(tzlocal)
        1    0.000    0.000    0.000    0.000 dates.py:1192(RRuleLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1778(DateConverter)
        1    0.000    0.000    0.000    0.000 _triinterpolate.py:1215(_Sparse_Matrix_coo)
        2    0.000    0.000    0.000    0.000 Image.py:3468(register_extension)
        2    0.000    0.000    0.000    0.000 results.py:429(__getattr__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3216(ToolContainerBase)
        1    0.000    0.000    0.000    0.000 __init__.py:1358(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:530(__init__)
        1    0.000    0.000    0.000    0.000 extras.py:1655(__init__)
        1    0.000    0.000    0.000    0.000 core.py:2406(Literal)
       20    0.000    0.000    0.000    0.000 artist.py:1128(sticky_edges)
        1    0.000    0.000    0.000    0.000 widgets.py:66(Widget)
        1    0.000    0.000    0.000    0.000 typing.py:233(_type_repr)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1263(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_512}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1338(_find_parent_path_names)
        1    0.000    0.000    0.000    0.000 core.py:6345(mvoid)
        1    0.000    0.000    0.000    0.000 cbook.py:570(Stack)
        1    0.000    0.000    0.000    0.000 scale.py:499(AsinhScale)
        1    0.000    0.000    0.000    0.000 polar.py:140(PolarAffine)
        1    0.000    0.000    0.000    0.000 polar.py:449(RadialLocator)
        1    0.000    0.000    0.000    0.000 _index.py:25(IndexMixin)
       12    0.000    0.000    0.000    0.000 distance.py:1724(<lambda>)
        1    0.000    0.000    0.000    0.000 inf_interval_stick_breaking_representation.py:10(InfIntervalStickBreakingRepresentation)
        2    0.000    0.000    0.000    0.000 core.py:6643(__setattr__)
       11    0.000    0.000    0.000    0.000 cbook.py:1633(<lambda>)
